pl_hostname,pl_orbeccen,st_mass,pl_bmassj,pl_orbsmax,st_spstr,st_dist,pl_pnum,pl_radj,pl_orbper
Kepler-1069,0.0,0.99,0.0,0.0,0,435.0,1,0.143,23.8990296
Kepler-1070,0.0,1.21,0.0,0.0,0,1040.0,1,0.154,6.2216147
Kepler-1071,0.0,0.86,0.0,0.0,0,964.0,1,0.212,6.1799844
Kepler-1072,0.0,1.2,0.0,0.0,0,976.0,1,0.141,1.5690665
Kepler-1073,0.0,1.0,0.0,0.0,0,837.0,2,0.205,8.67888593
Kepler-1073,0.0,1.0,0.0,0.0,0,837.0,2,0.146,4.02582254
Kepler-1074,0.0,0.6,0.0,0.0,0,245.0,1,0.112,5.94566534
Kepler-1075,0.0,0.56,0.0,0.0,0,265.0,1,0.127,1.52372816
Kepler-1076,0.0,0.79,0.0,0.0,0,199.0,1,0.071,6.14727918
Kepler-1255,0.0,1.08,0.0,0.0,0,1344.0,1,0.207,36.2919336
Kepler-1256,0.0,1.17,0.0,0.0,0,862.0,1,0.133,12.4127754
Kepler-1257,0.0,0.9,0.0,0.0,0,1081.0,1,0.136,2.66831376
Kepler-1258,0.0,0.99,0.0,0.0,0,651.0,1,0.077,0.98494017
Kepler-1259,0.0,0.8,0.0,0.0,0,704.0,1,0.128,0.66308526
Kepler-1260,0.0,1.06,0.0,0.0,0,1041.0,1,0.158,19.1187753
Kepler-1261,0.0,0.82,0.0,0.0,0,795.0,1,0.202,48.4308991
Kepler-1262,0.0,0.99,0.0,0.0,0,1153.0,1,0.162,8.67900242
Kepler-1263,0.0,0.84,0.0,0.0,0,695.0,1,0.102,4.55139967
Kepler-1264,0.0,0.99,0.0,0.0,0,814.0,1,0.105,0.96852602
Kepler-1265,0.0,0.71,0.0,0.0,0,581.0,1,0.12,6.49441289
Kepler-1266,0.0,0.8,0.0,0.0,0,901.0,1,0.23,28.474748
Kepler-1267,0.0,1.15,0.0,0.0,0,1628.0,1,0.269,13.0313945
Kepler-1268,0.0,1.06,0.0,0.0,0,1406.0,1,0.181,40.9903986
Kepler-436,0.0,0.73,0.0,0.0,0,618.0,2,0.208,16.79713874
Kepler-1269,0.0,1.1,0.0,0.0,0,710.0,1,0.145,37.3331536
Kepler-1270,0.0,1.28,0.0,0.0,0,1204.0,1,0.296,6.03356196
Kepler-1271,0.0,1.13,0.0,0.0,0,885.0,1,0.132,3.0255955
Kepler-1272,0.0,1.06,0.0,0.0,0,896.0,1,0.211,51.1309704
Kepler-685,0.0,1.11,0.0,0.0,0,1145.0,1,0.944,1.6255222
Kepler-686,0.0,0.94,0.0,0.0,0,1203.0,1,1.084,1.59474546
Kepler-687,0.0,0.77,0.0,0.0,0,628.0,1,0.314,20.50586978
Kepler-688,0.0,0.98,0.0,0.0,0,1247.0,1,0.871,3.89593684
Kepler-689,0.0,0.91,0.0,0.0,0,1044.0,1,0.258,22.36656079
Kepler-690,0.0,1.11,0.0,0.0,0,1653.0,1,0.531,7.74809437
Kepler-691,0.0,0.53,0.0,0.0,0,239.0,1,0.186,8.114379
Kepler-692,0.0,0.9,0.0,0.0,0,1000.0,1,0.277,21.81293494
Kepler-693,0.0,0.76,0.0,0.0,0,1002.0,1,0.908,15.37563332
Kepler-694,0.0,0.97,0.0,0.0,0,1023.0,1,0.25,6.36584161
Kepler-695,0.0,0.84,0.0,0.0,0,620.0,1,0.822,3.04033042
Kepler-696,0.0,1.06,0.0,0.0,0,1285.0,1,0.548,4.19042557
Kepler-697,0.0,0.92,0.0,0.0,0,1091.0,1,0.368,3.70987065
Kepler-698,0.0,0.94,0.0,0.0,0,1135.0,1,0.328,16.32976218
Kepler-699,0.0,0.81,0.0,0.0,0,888.0,1,1.259,27.80756293
Kepler-700,0.0,0.98,0.0,0.0,0,1061.0,1,0.534,80.8720639
Kepler-701,0.0,0.88,0.0,0.0,0,755.0,1,0.253,10.35533177
Kepler-702,0.0,0.9,0.0,0.0,0,892.0,1,0.818,10.52629406
Kepler-703,0.0,1.18,0.0,0.0,0,1482.0,1,0.732,4.58352176
Kepler-1290,0.0,0.95,0.0,0.0,0,1321.0,1,0.127,4.69500134
Kepler-1291,0.0,0.84,0.0,0.0,0,982.0,1,0.148,8.63043276
Kepler-1292,0.0,0.95,0.0,0.0,0,1406.0,1,0.162,3.27646405
Kepler-1293,0.0,1.18,0.0,0.0,0,770.0,1,0.087,5.57654784
Kepler-1294,0.0,0.99,0.0,0.0,0,1120.0,1,0.285,115.6862258
Kepler-1295,0.0,0.92,0.0,0.0,0,1257.0,1,0.138,3.81371974
Kepler-1296,0.0,0.87,0.0,0.0,0,631.0,1,0.081,8.3839865
Kepler-1297,0.0,0.99,0.0,0.0,0,996.0,1,0.087,1.68189002
Kepler-1298,0.0,1.45,0.0,0.0,0,498.0,1,0.117,7.12811928
Kepler-1299,0.0,0.94,0.0,0.0,0,1352.0,1,0.266,19.9400874
Kepler-1300,0.0,1.29,0.0,0.0,0,757.0,1,0.122,22.2419092
Kepler-1301,0.0,0.85,0.0,0.0,0,816.0,1,0.125,9.08237046
Kepler-1302,0.0,0.86,0.0,0.0,0,727.0,1,0.128,8.83922659
Kepler-1077,0.0,1.02,0.0,0.0,0,1098.0,1,0.247,34.3511874
Kepler-1078,0.0,0.94,0.0,0.0,0,1215.0,1,0.17,3.00725242
Kepler-1079,0.0,1.08,0.0,0.0,0,481.0,1,0.145,13.24503188
Kepler-1080,0.0,1.1,0.0,0.0,0,688.0,1,0.293,77.2548396
Kepler-1081,0.0,0.88,0.0,0.0,0,425.0,1,0.09,3.85691855
Kepler-1082,0.0,1.03,0.0,0.0,0,628.0,1,0.1,1.5432066
Kepler-1083,0.0,0.81,0.0,0.0,0,912.0,1,0.3,33.4177993
Kepler-1084,0.0,1.12,0.0,0.0,0,427.0,1,0.099,2.05333679
Kepler-1085,0.0,1.11,0.0,0.0,0,1518.0,2,0.644,219.3217528
Kepler-1086,0.0,0.7,0.0,0.0,0,464.0,2,0.218,18.78425728
Kepler-1086,0.0,0.7,0.0,0.0,0,464.0,2,0.262,161.5163345
Kepler-1087,0.0,0.96,0.0,0.0,0,354.0,1,0.054,0.69384285
Kepler-1088,0.0,1.08,0.0,0.0,0,300.0,1,0.127,23.12748644
Kepler-1089,0.0,0.52,0.0,0.0,0,227.0,1,0.163,5.13248562
Kepler-1090,0.0,0.86,0.0,0.0,0,702.0,1,0.201,198.680179
Kepler-1091,0.0,1.01,0.0,0.0,0,915.0,1,0.13,1.43474156
Kepler-1092,0.0,0.99,0.0,0.0,0,914.0,1,0.185,58.6017925
Kepler-1093,0.0,1.13,0.0,0.0,0,848.0,2,0.174,25.0824626
Kepler-1093,0.0,1.13,0.0,0.0,0,848.0,2,0.175,89.722292
Kepler-1273,0.0,0.94,0.0,0.0,0,1355.0,1,0.222,28.625653
Kepler-1274,0.0,1.45,0.0,0.0,0,609.0,1,0.127,6.98152703
HATS-17,0.029,1.13,1.338,0.1308,G V,339.0,1,0.777,16.254611
TRAPPIST-1,0.081,0.08,0.00267,0.01111,0,12.43,7,0.097,1.51087081
TRAPPIST-1,0.083,0.08,0.00434,0.01521,0,12.43,7,0.094,2.4218233
TRAPPIST-1,0.07,0.08,0.00129,0.02144,0,12.43,7,0.069,4.04961
K2-34,0.0,1.15,0.0,0.0426,F9 V,352.34,1,1.245,2.995633
Kepler-461,0.0,0.98,0.0,0.0,0,468.0,1,0.23,8.31378306
Kepler-462,0.042,1.59,0.16959,0.0,0,598.0,2,0.268,84.6866
Kepler-463,0.0,0.87,0.0,0.0,0,336.0,1,0.272,8.98101683
Kepler-464,0.0,1.21,0.0,0.0,0,653.0,1,0.294,7.25696522
Kepler-465,0.0,1.23,0.0,0.0,0,587.0,1,0.263,9.94067247
Kepler-466,0.0,1.04,0.0,0.0,0,436.0,2,0.254,51.07926307
Kepler-466,0.0,1.04,0.0,0.0,0,436.0,2,0.112,3.70921385
Kepler-467,0.0,1.05,0.0,0.0,0,458.0,1,0.201,24.99324193
Kepler-468,0.0,0.96,0.0,0.0,0,474.0,1,1.19,38.47875707
Kepler-470,0.0,1.4,0.0,0.0,0,989.0,1,1.288,24.66919569
Kepler-471,0.0,1.49,0.0,0.0,0,1373.0,1,1.335,5.01423457
Kepler-472,0.0,0.85,0.0,0.0,0,302.0,1,0.287,4.17625551
Kepler-721,0.0,0.82,0.0,0.0,0,848.0,1,0.236,5.39202539
Kepler-722,0.0,1.03,0.0,0.0,0,1375.0,2,0.235,4.09357325
Kepler-722,0.0,1.03,0.0,0.0,0,1375.0,2,0.252,105.144749
Kepler-723,0.0,0.92,0.0,0.0,0,965.0,1,1.088,4.08227507
Kepler-724,0.0,0.9,0.0,0.0,0,862.0,1,0.294,3.31494634
Kepler-725,0.0,0.88,0.0,0.0,0,778.0,1,0.948,39.64317811
Kepler-726,0.0,0.88,0.0,0.0,0,838.0,1,0.291,21.80451088
Kepler-727,0.0,0.89,0.0,0.0,0,892.0,1,0.226,5.15448442
Kepler-728,0.0,0.95,0.0,0.0,0,1236.0,1,0.298,5.74347727
Kepler-729,0.0,0.94,0.0,0.0,0,1271.0,1,0.319,3.16635371
Kepler-730,0.0,1.05,0.0,0.0694,0,2020.2,2,1.1,6.49168281
Kepler-731,0.0,1.03,0.0,0.0,0,1311.0,1,1.238,3.85560355
Kepler-732,0.0,0.49,0.0,0.0,0,150.0,2,0.194,9.46781405
Kepler-732,0.0,0.49,0.0,0.0,0,150.0,2,0.113,0.89304124
Kepler-733,0.0,0.9,0.0,0.0,0,980.0,1,0.252,20.83424726
Kepler-255,0.0,0.0,0.0,0.0,0,1084.5,3,0.118,1.04562266
Kepler-734,0.0,0.85,0.0,0.0,0,553.0,1,0.318,6.10485286
Kepler-735,0.0,0.85,0.0,0.0,0,790.0,1,0.263,11.51516988
Kepler-736,0.0,0.86,0.0,0.0,0,1007.0,1,0.261,3.60147201
Kepler-1303,0.0,1.01,0.0,0.0,0,905.0,1,0.127,7.56127224
Kepler-1304,0.0,0.85,0.0,0.0,0,682.0,1,0.204,16.1288853
Kepler-1305,0.0,0.97,0.0,0.0,0,1343.0,1,0.168,13.5630972
Kepler-1306,0.0,0.98,0.0,0.0,0,1130.0,1,0.17,16.29595382
Kepler-1307,0.0,1.06,0.0,0.0,0,1396.0,1,0.22,18.01621096
Kepler-1308,0.0,0.35,0.0,0.0,0,73.0,1,0.046,2.10433812
Kepler-1309,0.0,0.85,0.0,0.0,0,845.0,1,0.211,28.8432647
Kepler-1310,0.0,0.91,0.0,0.0,0,583.0,1,0.128,0.67933627
Kepler-1311,0.0,1.05,0.0,0.0,0,705.0,2,0.111,11.1726994
Kepler-1311,0.0,1.05,0.0,0.0,0,705.0,2,0.109,2.53573424
Kepler-1312,0.0,0.99,0.0,0.0,0,305.0,1,0.187,5.44832529
Kepler-1313,0.0,0.92,0.0,0.0,0,187.0,1,0.157,3.83309118
Kepler-1314,0.0,0.6,0.0,0.0,0,462.0,1,0.456,5.42474928
Kepler-398,0.0,0.0,0.0,0.0,0,178.27,3,0.079,6.83437001
Kepler-1315,0.0,0.8,0.0,0.0,0,505.0,1,0.123,0.84338011
Kepler-1316,0.0,1.04,0.0,0.0,0,753.0,1,0.316,87.9732136
Kepler-1317,0.0,0.83,0.0,0.0,0,734.0,1,0.139,0.56887443
Kepler-1318,0.0,0.73,0.0,0.0,0,475.0,1,0.277,213.257663
Kepler-1319,0.0,0.56,0.0,0.0,0,114.0,1,0.12,2.88676265
Kepler-1094,0.0,1.14,0.0,0.0,0,1371.0,1,0.284,78.1000231
Kepler-1095,0.0,0.94,0.0,0.0,0,758.0,1,0.108,4.27103091
Kepler-1096,0.0,0.66,0.0,0.0,0,344.0,1,0.111,2.89221751
Kepler-1097,0.0,0.82,0.0,0.0,0,738.0,1,0.291,187.747029
Kepler-1098,0.0,0.99,0.0,0.0,0,876.0,1,0.116,2.54307286
Kepler-1099,0.0,1.01,0.0,0.0,0,1209.0,1,0.252,2.16845259
Kepler-1100,0.0,1.21,0.0,0.0,0,940.0,1,0.156,6.42200058
Kepler-1101,0.0,0.94,0.0,0.0,0,897.0,1,0.22,81.3151059
Kepler-1102,0.0,0.96,0.0,0.0,0,986.0,1,0.237,51.3285623
Kepler-1103,0.0,1.11,0.0,0.0,0,921.0,1,0.203,19.79191978
Kepler-1104,0.0,1.3,0.0,0.0,0,516.0,1,0.11,5.03728015
Kepler-1105,0.0,0.71,0.0,0.0,0,369.0,1,0.179,4.42157218
Kepler-1106,0.0,1.11,0.0,0.0,0,1168.0,1,0.147,1.25275217
Kepler-1107,0.0,0.86,0.0,0.0,0,457.0,1,0.12,0.57103852
Kepler-1108,0.0,0.88,0.0,0.0,0,764.0,1,0.13,4.51005748
Kepler-1109,0.0,1.05,0.0,0.0,0,797.0,1,0.195,37.6467384
Kepler-1110,0.0,0.73,0.0,0.0,0,726.0,1,0.237,9.69312032
Kepler-214,0.0,0.0,0.0,0.13,0,1252.07,2,0.233,15.660544
Kepler-214,0.0,0.0,0.0,0.194,0,1252.07,2,0.19,28.7798
Kepler-473,0.0,1.06,0.0,0.0,0,641.0,1,0.364,14.55731705
Kepler-474,0.0,0.99,0.0,0.0,0,568.0,1,0.273,5.66067294
Kepler-475,0.0,0.86,0.0,0.0,0,280.0,1,0.222,3.10550819
Kepler-476,0.0,1.03,0.0,0.0,0,687.0,1,0.275,14.00640607
Kepler-477,0.0,0.87,0.0,0.0,0,367.0,1,0.185,11.11990653
Kepler-478,0.0,0.85,0.0,0.0,0,420.0,1,0.242,13.2217576
Kepler-479,0.0,0.86,0.0,0.0,0,371.0,1,0.189,12.49341307
Kepler-480,0.0,1.25,0.0,0.0,0,806.0,1,0.248,4.9195838
Kepler-481,0.0,1.01,0.0,0.0,0,713.0,1,0.223,10.06082567
Kepler-482,0.0,0.75,0.0,0.0,0,290.0,1,0.211,56.35418576
Kepler-483,0.0,1.28,0.0,0.0,0,953.0,1,0.286,30.229104
KIC 9663113,0.0,0.98,0.0,0.0,0,1670.88,2,0.375,20.74028413
Kepler-484,0.0,0.96,0.0,0.0,0,377.0,1,0.203,10.04556931
Kepler-485,0.0,1.07,0.0,0.0,0,1173.0,1,1.286,3.2432598
Kepler-486,0.0,0.79,0.0,0.0,0,428.0,1,0.981,30.36044667
Kepler-487,0.0,0.91,0.0,0.0,0,835.0,2,1.019,15.3587684
Kepler-487,0.0,0.91,0.0,0.0,0,835.0,2,0.239,38.6519976
Kepler-488,0.0,1.07,0.0,0.0,0,1157.0,1,1.409,3.12082923
Kepler-489,0.0,0.82,0.0,0.0,0,379.0,1,0.689,17.27629612
Kepler-674,0.0,0.6,0.0,0.0,0,302.0,1,0.151,2.24338185
Kepler-675,0.0,0.79,0.0,0.0,0,651.0,1,0.218,2.33743801
Kepler-676,0.0,0.51,0.0,0.0,0,243.0,1,0.271,11.59822172
Kepler-677,0.0,1.0,0.0,0.0,0,1180.0,1,0.48,6.57531678
Kepler-678,0.0,0.94,0.0,0.0,0,875.0,1,0.459,7.27503724
HD 219134,0.0,0.81,0.01491,0.03876,K3 V,6.53,6,0.143,3.092926
HD 219134,0.062,0.81,0.01372,0.0653,K3 V,6.53,6,0.135,6.76458
HD 219134,0.138,0.81,0.05088,0.237,K3 V,6.53,6,0.144,46.859
Kepler-679,0.0,0.87,0.0,0.0,0,968.0,1,0.269,12.39358604
GJ 1132,0.22,0.18,0.00522,0.0153,M4.5 V,12.62,2,0.101,1.628931
K2-27,0.251,0.87,0.09722,0.06702,0,251.43,1,0.4,6.771315
Pr0211,0.71,0.94,7.79,5.5,0,183.68,2,0.0,4850.0
K2-24,0.06,1.07,0.05978,0.0,G9 V,171.39,2,0.482,20.88977
K2-24,0.07,1.07,0.04845,0.0,G9 V,171.39,2,0.669,42.3391
Kepler-680,0.0,1.08,0.0,0.0,0,1342.0,1,0.216,3.68992629
Kepler-681,0.0,0.8,0.0,0.0,0,666.0,1,0.275,26.39435646
Kepler-682,0.0,0.92,0.0,0.0,0,951.0,1,0.658,12.61190667
Kepler-683,0.0,0.96,0.0,0.0,0,976.0,1,0.176,2.53918318
Kepler-684,0.0,0.89,0.0,0.0,0,1066.0,1,0.3,6.77030201
Kepler-1320,0.0,0.8,0.0,0.0,0,771.0,1,0.152,0.86838653
Kepler-401,0.0,0.0,0.0,0.0,0,993.14,3,0.203,184.256405
Kepler-1321,0.0,0.54,0.0,0.0,0,547.0,2,0.439,11.12830484
Kepler-1321,0.0,0.54,0.0,0.0,0,547.0,2,0.214,2.22649109
Kepler-1322,0.0,0.9,0.0,0.0,0,1217.0,1,0.144,0.96286738
Kepler-1323,0.0,1.18,0.0,0.0,0,530.0,1,0.136,0.92990668
Kepler-1324,0.0,0.78,0.0,0.0,0,522.0,1,0.135,4.11584468
Kepler-1325,0.0,0.93,0.0,0.0,0,955.0,1,0.255,33.8786838
Kepler-1326,0.0,1.45,0.0,0.0,0,910.0,1,0.373,42.3514267
Kepler-1327,0.0,1.02,0.0,0.0,0,688.0,1,0.161,14.88801098
Kepler-1328,0.0,1.0,0.0,0.0,0,630.0,1,0.087,4.52158888
Kepler-403,0.0,0.0,0.0,0.0,0,860.93,3,0.127,13.61159129
Kepler-1329,0.0,0.72,0.0,0.0,0,624.0,1,0.194,9.33646594
Kepler-1330,0.0,0.97,0.0,0.0,0,939.0,1,0.147,10.10769068
Kepler-1331,0.0,0.72,0.0,0.0,0,365.0,1,0.094,0.78916165
Kepler-1332,0.0,0.95,0.0,0.0,0,515.0,1,0.122,11.87456832
Kepler-1333,0.0,0.94,0.0,0.0,0,958.0,1,0.251,109.6471842
Kepler-1334,0.0,0.94,0.0,0.0,0,1047.0,1,0.204,15.64591713
Kepler-1335,0.0,0.77,0.0,0.0,0,628.0,1,0.129,6.26406846
Kepler-215,0.0,0.0,0.0,0.084,0,492.9,4,0.145,9.360672
Kepler-215,0.0,0.0,0.0,0.113,0,492.9,4,0.158,14.667108
Kepler-215,0.0,0.0,0.0,0.185,0,492.9,4,0.213,30.864423
Kepler-215,0.0,0.0,0.0,0.314,0,492.9,4,0.156,68.16101
Kepler-216,0.0,0.0,0.0,0.079,0,1229.44,2,0.21,7.693641
Kepler-216,0.0,0.0,0.0,0.136,0,1229.44,2,0.271,17.406669
Kepler-217,0.0,0.0,0.0,0.065,0,1140.95,3,0.199,5.374943
Kepler-217,0.0,0.0,0.0,0.089,0,1140.95,3,0.165,8.586004
Kepler-218,0.0,0.0,0.0,0.046,0,669.02,3,0.132,3.619337
Kepler-218,0.0,0.0,0.0,0.248,0,669.02,3,0.28,44.699576
Kepler-219,0.0,0.0,0.0,0.057,0,805.3,3,0.263,4.585512
Kepler-219,0.0,0.0,0.0,0.165,0,805.3,3,0.319,22.714613
Kepler-219,0.0,0.0,0.0,0.272,0,805.3,3,0.251,47.903645
Kepler-220,0.0,0.0,0.0,0.046,0,171.96,4,0.072,4.159807
Kepler-220,0.0,0.0,0.0,0.076,0,171.96,4,0.14,9.034199
Kepler-220,0.0,0.0,0.0,0.163,0,171.96,4,0.087,28.122397
Kepler-220,0.0,0.0,0.0,0.226,0,171.96,4,0.119,45.902733
Kepler-221,0.0,0.0,0.0,0.037,0,389.55,4,0.153,2.795906
Kepler-490,0.0,1.08,0.0,0.0,0,1249.0,1,1.039,3.26869515
Kepler-491,0.0,1.04,0.0,0.0,0,657.0,1,0.796,4.22538451
Kepler-492,0.0,0.94,0.0,0.0,0,642.0,1,0.856,11.72012266
Kepler-493,0.0,1.36,0.0,0.0,0,1942.0,1,1.35,3.00387658
Kepler-494,0.0,1.1,0.0,0.0,0,862.0,1,0.637,8.02511821
Kepler-495,0.0,0.86,0.0,0.0,0,630.0,1,0.467,3.41303622
Kepler-496,0.0,0.86,0.0,0.0,0,655.0,1,0.207,8.30864937
Kepler-497,0.0,1.09,0.0,0.0,0,1070.0,1,0.539,3.57320367
Kepler-498,0.0,0.98,0.0,0.0,0,746.0,1,0.27,9.61375356
Kepler-499,0.0,0.87,0.0,0.0,0,523.0,1,0.194,5.63252845
Kepler-500,0.0,1.02,0.0,0.0,0,747.0,1,0.23,8.5083244
Kepler-501,0.0,1.03,0.0,0.0,0,1044.0,1,0.384,5.64067757
Kepler-502,0.0,1.15,0.0,0.0,0,1433.0,1,0.426,4.28686431
Kepler-504,0.0,0.33,0.0,0.0,0,75.0,1,0.142,9.54927542
Kepler-505,0.0,0.55,0.0,0.0,0,222.0,1,0.232,27.52197994
Kepler-506,0.0,1.19,0.0,0.0,0,231.0,1,0.244,6.8834055
Kepler-157,0.0,0.0,0.0,0.0,0,791.27,3,0.13,7.02573474
Kepler-555,0.0,1.03,0.0,0.0,0,772.0,1,0.252,16.21775407
Kepler-556,0.0,1.0,0.0,0.0,0,729.0,1,0.2,11.72292176
Kepler-704,0.0,0.97,0.0,0.0,0,1054.0,1,0.233,3.76182115
Kepler-705,0.0,0.53,0.0,0.0,0,251.0,1,0.188,56.0560538
Kepler-706,0.0,0.87,0.0,0.0,0,810.0,1,1.175,41.40831347
Kepler-707,0.0,0.8,0.0,0.0,0,626.0,1,0.119,2.23749275
Kepler-708,0.0,0.97,0.0,0.0,0,1241.0,1,0.261,3.16789194
Kepler-709,0.0,0.8,0.0,0.0,0,668.0,1,0.261,16.08524954
Kepler-245,0.0,0.0,0.0,0.0,0,882.65,4,0.156,3.21982106
Kepler-710,0.0,0.94,0.0,0.0,0,919.0,1,0.168,4.34728553
Kepler-711,0.0,0.84,0.0,0.0,0,664.0,1,0.304,23.58914398
Kepler-712,0.0,0.84,0.0,0.0,0,944.0,2,0.304,21.02247699
Kepler-712,0.0,0.84,0.0,0.0,0,944.0,2,0.433,226.89047
Kepler-713,0.0,0.98,0.0,0.0,0,1003.0,1,0.221,7.411141
Kepler-714,0.0,1.09,0.0,0.0,0,1460.0,1,0.863,8.09888799
Kepler-715,0.0,1.04,0.0,0.0,0,1214.0,1,0.335,10.00652995
Kepler-716,0.0,0.83,0.0,0.0,0,675.0,2,0.259,10.37168453
Kepler-717,0.0,0.88,0.0,0.0,0,1126.0,1,0.216,4.40840023
Kepler-718,0.0,1.18,0.0,0.0,0,1520.0,1,1.477,2.0523499
Kepler-719,0.0,0.99,0.0,0.0,0,1427.0,1,0.76,5.00731778
Kepler-720,0.0,0.95,0.0,0.0,0,880.0,1,0.75,4.70832654
Kepler-1336,0.0,0.94,0.0,0.0,0,822.0,2,0.177,23.198681
Kepler-1336,0.0,0.94,0.0,0.0,0,822.0,2,0.153,5.77721211
Kepler-1337,0.0,0.7,0.0,0.0,0,588.0,1,0.215,24.4002549
Kepler-1338,0.0,1.04,0.0,0.0,0,619.0,1,0.082,0.93511806
Kepler-1339,0.0,0.94,0.0,0.0,0,267.0,1,0.063,1.34155513
Kepler-1340,0.0,1.27,0.0,0.0,0,1421.0,1,0.138,0.66502692
Kepler-1341,0.0,0.79,0.0,0.0,0,466.0,1,0.267,132.9968322
Kepler-1342,0.0,0.93,0.0,0.0,0,941.0,1,0.148,2.21571036
Kepler-1343,0.0,0.95,0.0,0.0,0,1307.0,1,0.172,3.35183158
Kepler-1344,0.0,1.09,0.0,0.0,0,851.0,1,0.164,4.7683049
Kepler-1345,0.0,1.32,0.0,0.0,0,1164.0,1,0.211,44.6169557
Kepler-1346,0.0,1.14,0.0,0.0,0,1123.0,1,0.141,3.40165668
Kepler-1347,0.0,0.82,0.0,0.0,0,321.0,1,0.092,14.00947528
Kepler-1348,0.0,1.04,0.0,0.0,0,1033.0,1,0.173,27.5722742
Kepler-1349,0.0,1.16,0.0,0.0,0,260.0,1,0.062,2.12823928
Kepler-1350,0.0,0.55,0.0,0.0,0,350.0,2,0.225,4.4968604
Kepler-1350,0.0,0.55,0.0,0.0,0,350.0,2,0.154,1.76678906
Kepler-1351,0.0,0.7,0.0,0.0,0,241.0,1,0.058,0.91614077
Wolf 1061,0.15,0.29,0.00601,0.0375,M3.5,4.31,3,0.0,4.8869
Kepler-221,0.0,0.0,0.0,0.059,0,389.55,4,0.261,5.690586
Kepler-221,0.0,0.0,0.0,0.087,0,389.55,4,0.244,10.04156
Kepler-221,0.0,0.0,0.0,0.13,0,389.55,4,0.235,18.369917
Kepler-222,0.0,0.0,0.0,0.048,0,775.61,3,0.282,3.936981
Kepler-222,0.0,0.0,0.0,0.091,0,775.61,3,0.414,10.08881
Kepler-222,0.0,0.0,0.0,0.18,0,775.61,3,0.329,28.081912
Kepler-223,0.078,1.12,0.02328,0.0,0,1960.49,4,0.267,7.38449
Kepler-223,0.15,1.12,0.01605,0.0,0,1960.49,4,0.307,9.84564
Kepler-223,0.037,1.12,0.02517,0.0,0,1960.49,4,0.467,14.78869
Kepler-223,0.051,1.12,0.0151,0.0,0,1960.49,4,0.41,19.72567
Kepler-224,0.0,0.0,0.0,0.038,0,799.75,4,0.124,3.132924
Kepler-224,0.0,0.0,0.0,0.058,0,799.75,4,0.278,5.925003
Kepler-224,0.0,0.0,0.0,0.089,0,799.75,4,0.205,11.349393
Kepler-224,0.0,0.0,0.0,0.124,0,799.75,4,0.176,18.643577
Kepler-225,0.0,0.0,0.0,0.056,M1 V,569.99,2,0.107,6.738975
Kepler-225,0.0,0.0,0.0,0.111,M1 V,569.99,2,0.164,18.794234
Kepler-226,0.0,0.0,0.0,0.047,0,1008.14,3,0.138,3.940997
Kepler-226,0.0,0.0,0.0,0.058,0,1008.14,3,0.203,5.349555
Kepler-557,0.0,1.11,0.0,0.0,0,1126.0,1,0.238,3.70598955
Kepler-558,0.0,0.85,0.0,0.0,0,652.0,1,0.211,29.00790538
Kepler-559,0.0,0.96,0.0,0.0,0,793.0,1,0.322,17.58752333
Kepler-560,0.0,0.34,0.0,0.0,0,88.0,1,0.153,18.47764449
Kepler-561,0.0,0.96,0.0,0.0,0,667.0,2,0.621,58.3620495
Kepler-561,0.0,0.96,0.0,0.0,0,667.0,2,0.239,5.35016198
Kepler-562,0.0,0.93,0.0,0.0,0,822.0,1,0.465,18.00931444
Kepler-563,0.0,0.8,0.0,0.0,0,557.0,1,0.276,22.18432708
Kepler-564,0.0,0.95,0.0,0.0,0,830.0,1,0.413,3.75083228
Kepler-565,0.0,0.98,0.0,0.0,0,1041.0,1,0.325,4.24374723
Kepler-566,0.0,0.83,0.0,0.0,0,628.0,1,0.192,18.42794624
Kepler-567,0.0,0.84,0.0,0.0,0,568.0,1,0.201,16.54297375
Kepler-568,0.0,0.55,0.0,0.0,0,126.0,1,0.202,11.02347475
Kepler-569,0.0,0.95,0.0,0.0,0,645.0,1,0.282,34.18890521
Kepler-570,0.0,0.93,0.0,0.0,0,642.0,1,0.219,4.301662
Kepler-166,0.0,0.0,0.0,0.0,0,614.16,3,0.154,1.55400393
Kepler-571,0.0,0.93,0.0,0.0,0,756.0,1,0.236,4.79859939
Kepler-572,0.0,0.83,0.0,0.0,0,532.0,1,0.23,17.20523483
Kepler-573,0.0,0.99,0.0,0.0,0,758.0,1,0.249,22.18329658
Kepler-737,0.0,0.51,0.0,0.0,0,195.0,1,0.175,28.59915399
Kepler-738,0.0,0.86,0.0,0.0,0,992.0,1,0.223,24.58721573
Kepler-739,0.0,0.93,0.0,0.0,0,1128.0,1,0.296,12.53248465
Kepler-740,0.0,0.91,0.0,0.0,0,1262.0,1,0.408,3.58410122
Kepler-741,0.0,1.16,0.0,0.0,0,1530.0,1,0.265,7.03902374
Kepler-742,0.0,0.76,0.0,0.0,0,499.0,1,0.289,8.36086824
Kepler-743,0.0,0.94,0.0,0.0,0,258.0,1,0.108,3.17926292
Kepler-744,0.0,0.94,0.0,0.0,0,486.0,1,0.145,12.06222443
Kepler-745,0.0,1.04,0.0,0.0,0,1199.0,1,0.193,9.93143556
Kepler-746,0.0,0.91,0.0,0.0,0,450.0,1,0.099,3.48159251
