pl_hostname,pl_orbeccen,st_mass,pl_bmassj,pl_orbsmax,st_spstr,st_dist,pl_pnum,st_rad,pl_radj,pl_orbper,st_vsini,pl_tranflag,pl_rvflag,ra,dec,pl_cbflag
Kepler-316,0.0,0.0,0.0,0.058,0,389.22,2,0.52,0.103,6.827766,0.0,1,0,290.826023,44.184109,0
Kepler-317,0.0,0.0,0.0,0.061,0,965.85,2,0.94,0.186,5.524242,0.0,1,0,294.943885,39.032062,0
Kepler-317,0.0,0.0,0.0,0.083,0,965.85,2,0.94,0.153,8.77501,0.0,1,0,294.943885,39.032062,0
Kepler-318,0.0,0.0,0.0,0.056,0,496.14,2,1.19,0.42,4.662715,0.0,1,0,298.482828,46.793617,0
Kepler-318,0.0,0.0,0.0,0.105,0,496.14,2,1.19,0.328,11.815007,0.0,1,0,298.482828,46.793617,0
Kepler-319,0.0,0.0,0.0,0.051,0,510.83,3,0.9,0.145,4.362705,0.0,1,0,288.811943,39.770658,0
Kepler-319,0.0,0.0,0.0,0.069,0,510.83,3,0.9,0.235,6.941357,0.0,1,0,288.811943,39.770658,0
Kepler-319,0.0,0.0,0.0,0.191,0,510.83,3,0.9,0.204,31.781925,0.0,1,0,288.811943,39.770658,0
Kepler-382,0.0,0.0,0.0,0.055,0,960.89,2,0.94,0.118,5.262155,0.0,1,0,299.136166,45.869934,0
Kepler-382,0.0,0.0,0.0,0.097,0,960.89,2,0.94,0.142,12.162701,0.0,1,0,299.136166,45.869934,0
Kepler-383,0.0,0.0,0.0,0.095,0,470.0,2,0.67,0.118,12.904532,0.0,1,0,291.342584,38.363134,0
Kepler-383,0.0,0.0,0.0,0.172,0,470.0,2,0.67,0.111,31.200751,0.0,1,0,291.342584,38.363134,0
Kepler-384,0.0,0.0,0.0,0.148,0,919.44,2,0.88,0.1,22.597053,0.0,1,0,286.026112,44.782871,0
Kepler-384,0.0,0.0,0.0,0.236,0,919.44,2,0.88,0.101,45.348269,0.0,1,0,286.026112,44.782871,0
Kepler-385,0.0,0.0,0.0,0.097,0,1493.94,3,1.13,0.244,10.043686,0.0,1,0,294.338483,50.336544,0
Kepler-385,0.0,0.0,0.0,0.127,0,1493.94,3,1.13,0.271,15.163161,0.0,1,0,294.338483,50.336544,0
Kepler-386,0.0,0.0,0.0,0.096,0,904.74,2,0.77,0.124,12.31043,0.0,1,0,289.858871,48.693855,0
Kepler-386,0.0,0.0,0.0,0.155,0,904.74,2,0.77,0.141,25.193458,0.0,1,0,289.858871,48.693855,0
Kepler-387,0.0,0.0,0.0,0.068,0,819.95,2,1.05,0.092,6.791636,0.0,1,0,287.798184,45.656715,0
Kepler-387,0.0,0.0,0.0,0.098,0,819.95,2,1.05,0.079,11.837549,0.0,1,0,287.798184,45.656715,0
Kepler-388,0.0,0.0,0.0,0.036,0,611.32,2,0.59,0.072,3.173315,0.0,1,0,284.828038,44.60873,0
Kepler-388,0.0,0.0,0.0,0.093,0,611.32,2,0.59,0.077,13.297004,0.0,1,0,284.828038,44.60873,0
Kepler-389,0.0,0.0,0.0,0.041,0,835.65,2,0.79,0.135,3.244107,0.0,1,0,291.960005,44.900024,0
Kepler-389,0.0,0.0,0.0,0.11,0,835.65,2,0.79,0.13,14.51143,0.0,1,0,291.960005,44.900024,0
Kepler-390,0.0,0.0,0.0,0.065,0,440.79,2,0.78,0.073,6.738088,0.0,1,0,291.628777,41.208603,0
Kepler-390,0.0,0.0,0.0,0.101,0,440.79,2,0.78,0.07,13.060022,0.0,1,0,291.628777,41.208603,0
PSR B1257+12,0.0,1.4,0.01227,0.46,0,600.0,3,0.0,0.0,98.2114,0.0,0,0,195.014903,12.682353,0
PSR B1620-26,0.0,1.35,2.5,23.0,0,0.0,1,0.0,0.0,0.0,0.0,0,0,245.909262,-26.531594,1
PSR J1719-1438,0.06,1.4,1.2,0.0044,0,1200.0,1,0.04,0.0,0.09070629,0.0,0,0,259.791971,-14.6336,0
PSR B1257+12,0.0186,1.4,0.01353,0.36,0,600.0,3,0.0,0.0,66.5419,0.0,0,0,195.014903,12.682353,0
Qatar-1,0.0,0.84,1.294,0.02332,0,186.61,1,0.8,1.143,1.4200242,1.76,1,1,303.381672,65.162041,0
Qatar-2,0.0,0.74,2.494,0.02153,0,182.32,1,0.78,1.254,1.33711647,3.28,1,1,207.655866,-6.804028,0
ROXs 42 B,0.0,1.0,9.0,157.0,M0,135.0,1,0.0,0.0,0.0,0.0,0,0,247.812567,-24.545471,1
ROXs 12,0.0,0.87,16.0,210.0,M0,137.19,1,0.0,0.0,0.0,0.0,0,0,246.616837,-25.446609,0
SR 12 AB,0.0,0.0,13.0,0.0,0,112.32,1,0.0,0.0,0.0,0.0,0,0,246.8313,-24.694553,1
SWEEPS-4,0.0,1.24,3.8,0.055,0,8500.0,1,1.18,0.81,4.2,0.0,1,1,269.724667,-29.189056,0
SWEEPS-11,0.0,1.1,9.7,0.03,0,8500.0,1,1.45,1.13,1.796,0.0,1,1,269.758333,-29.198194,0
TrES-1,0.0,1.04,0.84,0.0,K0 V,160.39,1,0.85,1.13,3.03007,5.0,1,1,286.041062,36.632629,0
TrES-3,0.0,0.93,1.91,0.02282,G4 V,228.0,1,0.83,1.336,1.30618581,1.5,1,1,268.029265,37.546154,0
TrES-4,0.0,1.08,0.78,0.0,F8 V,523.7,1,1.66,1.61,3.55395,8.5,1,1,268.304354,37.211849,0
TrES-5,0.0,0.9,1.79,0.02459,0,364.1,1,0.87,1.194,1.48224686,3.8,1,1,305.221841,59.448788,0
TYC 1422-614-1,0.06,1.15,2.5,0.69,0,759.0,2,6.85,0.0,198.4,1.4,0,1,154.277798,19.558472,0
TYC 1422-614-1,0.048,1.15,10.0,1.37,0,759.0,2,6.85,0.0,559.3,1.4,0,1,154.277798,19.558472,0
USco CTIO 108,0.0,0.06,14.0,670.0,M7,144.29,1,0.0,0.0,0.0,0.0,0,0,241.47532,-18.312332,0
V0391 Peg,0.0,0.5,3.2,1.7,sdBV,1400.0,1,0.23,0.0,1170.0,0.099,0,0,331.05044,26.41886,0
Kepler-255,0.0,0.0,0.0,0.092,0,1084.5,3,0.93,0.267,9.946047,0.0,1,0,296.064233,45.976841,0
Kepler-256,0.0,0.0,0.0,0.027,0,1057.36,4,1.3,0.142,1.620493,0.0,1,0,292.580445,46.097389,0
Kepler-256,0.0,0.0,0.0,0.045,0,1057.36,4,1.3,0.192,3.38802,0.0,1,0,292.580445,46.097389,0
Kepler-256,0.0,0.0,0.0,0.064,0,1057.36,4,1.3,0.221,5.839172,0.0,1,0,292.580445,46.097389,0
Kepler-256,0.0,0.0,0.0,0.096,0,1057.36,4,1.3,0.21,10.681572,0.0,1,0,292.580445,46.097389,0
Kepler-257,0.0,0.0,0.0,0.034,0,797.75,3,1.04,0.233,2.382667,0.0,1,0,297.315994,46.023269,0
Kepler-257,0.0,0.0,0.0,0.066,0,797.75,3,1.04,0.483,6.581484,0.0,1,0,297.315994,46.023269,0
Kepler-257,0.0,0.0,0.0,0.16,0,797.75,3,1.04,0.442,24.664551,0.0,1,0,297.315994,46.023269,0
Kepler-258,0.0,0.0,0.0,0.103,0,585.6,2,0.92,0.362,13.19722,0.0,1,0,294.06849,46.57933,0
Kepler-258,0.0,0.0,0.0,0.193,0,585.6,2,0.92,0.322,33.653079,0.0,1,0,294.06849,46.57933,0
Kepler-259,0.0,0.0,0.0,0.079,0,1031.58,2,0.9,0.25,8.115317,0.0,1,0,288.211929,46.615005,0
Kepler-259,0.0,0.0,0.0,0.217,0,1031.58,2,0.9,0.241,36.924931,0.0,1,0,288.211929,46.615005,0
Kepler-260,0.0,0.0,0.0,0.075,0,638.85,2,0.86,0.179,8.187399,0.0,1,0,291.925972,38.014122,0
Kepler-260,0.0,0.0,0.0,0.332,0,638.85,2,0.86,0.155,76.050178,0.0,1,0,291.925972,38.014122,0
Kepler-261,0.0,0.0,0.0,0.088,0,320.43,2,0.79,0.194,10.381227,0.0,1,0,291.364773,37.609184,0
Kepler-261,0.0,0.0,0.0,0.156,0,320.43,2,0.79,0.178,24.570858,0.0,1,0,291.364773,37.609184,0
Kepler-262,0.0,0.0,0.0,0.108,0,624.08,2,0.88,0.121,13.060855,0.0,1,0,290.728675,37.252649,0
Kepler-262,0.0,0.0,0.0,0.152,0,624.08,2,0.88,0.146,21.853722,0.0,1,0,290.728675,37.252649,0
Kepler-320,0.0,0.0,0.0,0.142,0,846.74,2,1.11,0.122,17.934937,0.0,1,0,293.213548,46.175125,0
Kepler-321,0.0,0.0,0.0,0.057,0,388.83,2,1.19,0.158,4.915379,0.0,1,0,294.453674,44.145756,0
Kepler-320,0.0,0.0,0.0,0.085,0,846.74,2,1.11,0.102,8.371554,0.0,1,0,293.213548,46.175125,0
Kepler-321,0.0,0.0,0.0,0.11,0,388.83,2,1.19,0.207,13.093921,0.0,1,0,294.453674,44.145756,0
Kepler-322,0.0,0.0,0.0,0.027,0,405.16,2,0.89,0.09,1.653888,6.3,1,0,281.348824,44.295242,0
Kepler-322,0.0,0.0,0.0,0.051,0,405.16,2,0.89,0.149,4.337234,6.3,1,0,281.348824,44.295242,0
Kepler-323,0.0,0.0,0.0,0.028,0,460.8,2,1.18,0.128,1.678327,0.0,1,0,291.38224,38.127473,0
Kepler-323,0.0,0.0,0.0,0.046,0,460.8,2,1.18,0.145,3.553822,0.0,1,0,291.38224,38.127473,0
Kepler-324,0.0,0.0,0.0,0.05,0,508.94,2,0.84,0.102,4.385315,0.0,1,0,286.471473,49.649021,0
Kepler-324,0.0,0.0,0.0,0.26,0,508.94,2,0.84,0.281,51.805612,0.0,1,0,286.471473,49.649021,0
Kepler-325,0.0,0.0,0.0,0.053,0,843.12,3,1.0,0.26,4.544439,0.0,1,0,289.835434,49.825626,0
Kepler-325,0.0,0.0,0.0,0.105,0,843.12,3,1.0,0.227,12.762172,0.0,1,0,289.835434,49.825626,0
Kepler-325,0.0,0.0,0.0,0.22,0,843.12,3,1.0,0.249,38.715185,0.0,1,0,289.835434,49.825626,0
Kepler-326,0.0,0.0,0.0,0.032,0,494.3,3,0.8,0.136,2.248329,0.0,1,0,294.325546,46.002254,0
Kepler-326,0.0,0.0,0.0,0.051,0,494.3,3,0.8,0.125,4.580358,0.0,1,0,294.325546,46.002254,0
Kepler-326,0.0,0.0,0.0,0.066,0,494.3,3,0.8,0.108,6.766888,0.0,1,0,294.325546,46.002254,0
Kepler-327,0.0,0.0,0.0,0.029,0,243.68,3,0.49,0.099,2.549575,0.0,1,0,292.642372,44.087673,0
Kepler-327,0.0,0.0,0.0,0.047,0,243.68,3,0.49,0.092,5.212333,0.0,1,0,292.642372,44.087673,0
Kepler-391,0.0,0.0,0.0,0.082,0,891.53,2,3.57,0.285,7.416755,0.0,1,0,290.621815,51.057304,0
Kepler-391,0.0,0.0,0.0,0.161,0,891.53,2,3.57,0.316,20.485435,0.0,1,0,290.621815,51.057304,0
Kepler-392,0.0,0.0,0.0,0.059,0,695.06,2,1.13,0.089,5.341853,0.0,1,0,288.660765,43.368084,0
Kepler-392,0.0,0.0,0.0,0.093,0,695.06,2,1.13,0.098,10.423118,0.0,1,0,288.660765,43.368084,0
Kepler-393,0.0,0.0,0.0,0.091,0,904.28,2,1.38,0.115,9.182417,0.0,1,0,290.995257,45.192215,0
Kepler-393,0.0,0.0,0.0,0.124,0,904.28,2,1.38,0.119,14.613612,0.0,1,0,290.995257,45.192215,0
Kepler-394,0.0,0.0,0.0,0.083,0,1091.69,2,1.13,0.143,8.005013,0.0,1,0,296.301953,50.672318,0
Kepler-394,0.0,0.0,0.0,0.11,0,1091.69,2,1.13,0.148,12.130686,0.0,1,0,296.301953,50.672318,0
Kepler-395,0.0,0.0,0.0,0.061,0,426.34,2,0.56,0.092,7.054346,0.0,1,0,293.511099,45.136598,0
Kepler-395,0.0,0.0,0.0,0.177,0,426.34,2,0.56,0.118,34.989262,0.0,1,0,293.511099,45.136598,0
Kepler-396,0.0,0.0,0.238,0.0,0,225.19,2,1.17,0.312,42.994,0.0,1,0,296.132818,48.977402,0
Kepler-396,0.0,0.0,0.056,0.0,0,225.19,2,1.17,0.473,88.505,0.0,1,0,296.132818,48.977402,0
Kepler-397,0.0,0.0,0.0,0.144,0,969.0,2,0.77,0.219,22.250949,0.0,1,0,295.894109,42.380451,0
Kepler-397,0.0,0.0,0.0,0.48,0,969.0,2,0.77,0.551,135.498527,0.0,1,0,295.894109,42.380451,0
Kepler-398,0.0,0.0,0.0,0.044,0,178.27,3,0.61,0.083,4.081423,0.0,1,0,291.468662,40.343853,0
Kepler-398,0.0,0.0,0.0,0.087,0,178.27,3,0.61,0.09,11.419412,0.0,1,0,291.468662,40.343853,0
Kepler-399,0.0,0.0,0.0,0.103,0,1362.18,3,0.68,0.086,14.425281,0.0,1,0,299.501738,40.670806,0
Kepler-399,0.0,0.0,0.0,0.155,0,1362.18,3,0.68,0.128,26.67569,0.0,1,0,299.501738,40.670806,0
WASP-1,0.0,1.24,0.854,0.03889,F7 V,397.29,1,1.47,1.483,2.5199454,5.77,1,1,5.166978,31.98999,0
WASP-2,0.0,0.9,0.931,0.03144,K1 V,153.89,1,0.87,1.081,2.152175,0.9,1,1,307.725542,6.429536,0
WASP-3,0.0,1.62,2.43,0.0,0,232.7,1,1.44,1.42,1.84683,13.4,1,1,278.631793,35.661533,0
VHS J125601.92-125723.9,0.0,0.07,11.2,102.0,M7.5,12.7,1,0.0,0.0,0.0,0.0,0,0,194.008964,-12.956031,1
WASP-4,0.0,0.86,1.186,0.0226,G7 V,269.21,1,0.89,1.321,1.33823147,2.2,1,1,353.562841,-42.061428,0
WASP-5,0.038,0.96,1.58,0.0267,G4 V,311.88,1,1.03,1.087,1.6284279,3.05,1,1,359.348991,-41.277149,0
WASP-6,0.05,0.55,0.37,0.0,0,198.23,1,0.73,1.03,3.36101,1.6,1,1,348.157246,-22.673937,0
WASP-7,0.0,1.28,0.96,0.0617,0,163.05,1,1.43,1.33,4.9546416,17.0,1,1,311.042609,-39.225273,0
WASP-8,0.31,1.34,2.54,0.0,G8 V,90.19,2,1.03,1.13,8.15872,1.59,1,1,359.900292,-35.031391,0
WASP-8,0.0,1.34,9.45,5.28,G8 V,90.19,2,1.03,0.0,4323.0,1.59,0,1,359.900292,-35.031391,0
WASP-10,0.0,0.75,3.15,0.03781,K5 V,141.57,1,0.7,1.08,3.0927616,6.0,1,1,348.992912,31.462852,0
WASP-11,0.0,1.42,0.79,0.0,K3 V,125.12,1,0.89,1.11,3.72247,0.5,1,1,47.368964,30.673594,0
WASP-12,0.0,1.43,1.465,0.0232,0,432.48,1,1.66,1.937,1.09142,2.2,1,1,97.63664,29.672291,0
WASP-13,0.0,0.72,0.36,0.0,0,228.99,1,1.37,1.22,4.35301,4.9,1,1,140.102976,33.882439,0
WASP-14,0.09,1.62,8.84,0.0,0,162.75,1,1.4,1.38,2.24375,4.9,1,1,218.276477,21.894714,0
WASP-15,0.0,1.18,0.54,0.0,F7,284.35,1,1.48,1.41,3.7521,4.0,1,1,208.927939,-32.159607,0
WASP-16,0.0,1.78,1.24,0.0,0,195.2,1,1.14,1.22,3.1186,3.0,1,1,214.683032,-20.275484,0
WASP-17,0.0,2.28,0.78,0.0,F4,410.41,1,1.49,1.87,3.73543,9.0,1,1,239.962306,-28.061733,0
GJ 1148,0.342,0.35,0.21414,0.912,M4,11.02,2,0.4,0.0,532.58,0.0,0,1,175.435974,42.751972,0
KELT-20,0.0,1.76,3.382,0.0542,A2 V,139.7,1,1.56,1.741,3.4741085,117.4,1,1,294.661407,31.219225,0
NGTS-1,0.016,0.62,0.812,0.0326,M0.5,224.0,1,0.57,1.33,2.647298,1.0,1,1,82.714378,-36.630787,0
K2-136,0.1,0.74,0.0,0.0,K5.5,59.35,3,0.66,0.088,7.975292,3.0,1,0,67.41246,22.882721,0
K2-136,0.13,0.74,0.0,0.0,K5.5,59.35,3,0.66,0.26,17.307137,3.0,1,0,67.41246,22.882721,0
K2-136,0.14,0.74,0.0,0.0,K5.5,59.35,3,0.66,0.129,25.575065,3.0,1,0,67.41246,22.882721,0
K2-137,0.0,0.46,0.5,0.0058,M3 V,99.15,1,0.44,0.079,0.179715,0.0,1,0,186.870728,-6.195224,0
Kepler-1652,0.0,0.4,0.0,0.1654,0,252.0,1,0.38,0.143,38.09722,0.0,1,0,294.366085,49.915058,0
Kepler-1653,0.0,0.72,0.0,0.4706,0,755.0,1,0.69,0.194,140.2524,0.0,1,0,296.457755,41.266024,0
Ross 128,0.116,0.17,0.0044,0.0496,M4,3.38,1,0.2,0.0,9.8658,0.0,0,1,176.934982,0.804563,0
K2-139,0.0,0.96,0.0,0.1796,K0 V,154.6,1,0.88,0.813,28.380619,2.8,1,1,289.066528,-17.910688,0
HD 176986,0.066,0.79,0.01806,0.06296,K2.5 V,27.81,2,0.78,0.0,6.4898,1.1,0,1,285.774475,-11.043926,0
HD 176986,0.111,0.79,0.02888,0.11878,K2.5 V,27.81,2,0.78,0.0,16.8191,1.1,0,1,285.774475,-11.043926,0
K2-140,0.0,1.0,0.0,0.0687,G5,341.6,1,0.99,1.093,6.56918,3.8,1,1,188.137344,-9.60764,0
HD 147379,0.07,0.6,0.08983,0.323,M1,10.77,1,0.0,0.0,86.78,2.7,0,1,244.178116,67.238846,0
K2-138,0.048,0.94,0.00975,0.03385,G8 V,208.9,6,0.86,0.135,2.35309,2.7,1,0,348.949036,-10.849696,0
K2-138,0.045,0.94,0.01985,0.04461,G8 V,208.9,6,0.86,0.205,3.56004,2.7,1,0,348.949036,-10.849696,0
K2-138,0.043,0.94,0.02492,0.05893,G8 V,208.9,6,0.86,0.213,5.40479,2.7,1,0,348.949036,-10.849696,0
K2-138,0.077,0.94,0.04081,0.0782,G8 V,208.9,6,0.86,0.302,8.26146,2.7,1,0,348.949036,-10.849696,0
K2-138,0.062,0.94,0.00513,0.10447,G8 V,208.9,6,0.86,0.259,12.75758,2.7,1,0,348.949036,-10.849696,0
K2-224,0.0,0.91,0.0,0.0886,0,277.7,2,0.84,0.215,10.09489,0.0,1,0,189.704086,-10.060654,0
K2-248,0.0,0.88,0.0,0.0699,0,410.5,1,0.92,0.229,7.17256,2.6,1,0,182.817245,-9.414005,0
K2-249,0.0,1.32,0.0,0.1151,0,528.3,1,1.57,0.249,12.409,0.0,1,0,183.366669,-8.995114,0
K2-250,0.0,0.8,0.0,0.0459,0,417.6,1,0.81,0.218,4.01457,2.2,1,0,185.031769,-8.975785,0
K2-251,0.0,0.52,0.0,0.0694,0,147.7,1,0.49,0.21,9.30075,0.0,1,0,190.689224,-8.53592,0
K2-252,0.0,0.79,0.0,0.1041,0,229.9,1,0.82,0.155,13.81513,2.2,1,0,182.366364,-8.30952,0
K2-253,0.0,1.08,0.0,0.0506,0,901.8,1,1.1,1.13,4.00167,0.0,1,0,186.085403,-6.378884,0
K2-254,0.0,0.71,0.0,0.0448,0,229.4,2,0.67,0.145,4.09639,0.0,1,0,185.550751,-4.717236,0
K2-254,0.0,0.71,0.0,0.0923,0,229.4,2,0.67,0.195,12.11839,0.0,1,0,185.550751,-4.717236,0
K2-255,0.0,0.71,0.0,0.0274,0,192.4,1,0.69,0.259,1.96417,2.46,1,0,189.912994,-3.370542,0
K2-256,0.0,0.84,0.0,0.0578,0,580.5,1,0.78,0.235,5.52011,0.0,1,0,186.227158,-2.065931,0
K2-257,0.0,0.52,0.0,0.0216,0,64.1,1,0.5,0.074,1.60588,0.0,1,0,188.278488,-1.953159,0
K2-258,0.0,1.21,0.0,0.149,0,675.2,1,1.31,0.268,19.0921,0.0,1,0,187.631332,-1.16092,0
K2-259,0.0,1.14,0.0,0.1271,0,422.1,1,1.13,0.207,15.48043,5.23,1,0,186.802689,1.566849,0
IC 4651 9122,0.18,2.1,6.3,2.038,0,879.38,1,0.0,0.0,734.0,0.0,0,1,261.208618,-49.948917,0
HD 26965,0.04,0.78,0.02665,0.0,K0 V,5.04,1,0.87,0.0,42.378,0.5,0,1,63.818001,-7.652871,0
Wolf 503,0.0,0.69,0.0,0.0571,K3.5 V,44.58,1,0.69,0.181,6.00118,0.0,1,0,206.847687,-6.136875,0
Kepler-1656,0.836,1.03,0.15291,0.197,0,186.88,1,1.1,0.448,31.578659,2.8,1,1,284.472168,39.911824,0
WASP-144,0.0,0.81,0.44,0.0316,K2 V,358.72,1,0.81,0.85,2.2783152,1.9,1,1,320.762878,-40.048443,0
WASP-145 A,0.0,0.76,0.89,0.0261,K2 V,91.54,1,0.68,0.9,1.7690381,2.1,1,1,322.253754,-58.83614,0
HD 31527,0.1,0.96,0.0329,0.1254,G2 V,38.57,3,0.0,0.0,16.5535,1.9,0,1,73.909927,-23.24188,0
HD 31527,0.04,0.96,0.0445,0.2663,G2 V,38.57,3,0.0,0.0,51.2053,1.9,0,1,73.909927,-23.24188,0
HD 31527,0.24,0.96,0.0372,0.8098,G2 V,38.57,3,0.0,0.0,271.6737,1.9,0,1,73.909927,-23.24188,0
HD 45184,0.07,1.03,0.0384,0.0644,G1.5 V,21.88,2,0.0,0.0,5.8854,2.1,0,1,96.182831,-28.780113,0
HD 45184,0.07,1.03,0.0277,0.11,G1.5 V,21.88,2,0.0,0.0,13.1354,2.1,0,1,96.182831,-28.780113,0
HD 51608,0.09,0.8,0.0402,0.1059,G7 V,34.83,2,0.0,0.0,14.0726,1.3,0,1,103.713921,-55.259327,0
HD 51608,0.14,0.8,0.045,0.3809,G7 V,34.83,2,0.0,0.0,95.9446,1.3,0,1,103.713921,-55.259327,0
HD 134060,0.45,1.09,0.0318,0.0444,G3 IV,24.2,2,0.0,0.0,3.2696,2.6,0,1,227.686432,-61.422321,0
HD 134060,0.11,1.09,0.0922,2.3928,G3 IV,24.2,2,0.0,0.0,1291.5646,2.6,0,1,227.686432,-61.422321,0
HD 136352,0.079,0.91,0.01454,0.0969,G4 V,14.67,3,1.01,0.132,11.57779,1.0,1,1,230.450623,-48.317627,0
HD 136352,0.037,0.91,0.03552,0.1729,G4 V,14.67,3,1.01,0.233,27.5909,1.0,1,1,230.450623,-48.317627,0
HD 136352,0.075,0.91,0.03304,0.4285,G4 V,14.67,3,1.01,0.0,107.63,1.0,0,1,230.450623,-48.317627,0
G 9-40,0.0,0.29,0.0,0.0385,M2.5 V,27.93,1,0.31,0.181,5.746007,2.0,1,0,134.718109,21.076048,0
XO-7,0.038,1.41,0.709,0.04421,G0 V,234.1,1,1.48,1.373,2.8641424,6.0,1,1,277.478871,85.233217,0
KOI-1783,0.0,1.08,0.0472,0.0,0,887.81,2,1.14,0.485,284.215,0.0,1,0,289.341414,46.988243,0
HATS-70,0.18,1.78,12.9,0.03632,0,1307.0,1,1.88,1.384,1.8882378,40.61,1,1,109.1045,-31.244406,0
GJ 143,0.188,0.73,0.07142,0.1915,K4.5,16.33,2,0.69,0.233,35.61253,0.0,1,1,51.746769,-63.4991,0
HD 23472,0.0,0.75,0.05638,0.121,K4 V,39.08,2,0.73,0.167,17.667,0.0,1,1,55.459988,-62.767075,0
HD 23472,0.0,0.75,0.05405,0.17,K4 V,39.08,2,0.73,0.192,29.625,0.0,1,1,55.459988,-62.767075,0
HATS-38,0.0,0.89,0.074,0.05036,0,347.7,1,1.1,0.614,4.375021,3.1,1,1,154.271165,-25.276266,0
HATS-59,0.129,1.04,0.806,0.06112,0,654.88,2,1.04,1.126,5.416081,2.8,1,1,170.325,-22.388167,0
HATS-59,0.083,1.04,12.7,2.504,0,654.88,2,1.04,0.0,1422.0,2.8,0,1,170.325,-22.388167,0
HD 202696,0.011,1.91,1.996,1.566,K0 III-IV,189.56,2,6.43,0.0,517.8,2.0,0,1,319.224792,27.258121,0
HD 202696,0.028,1.91,1.864,2.342,K0 III-IV,189.56,2,6.43,0.0,946.6,2.0,0,1,319.224792,27.258121,0
Kepler-730,0.0,1.05,0.0,0.03997,0,2020.2,2,1.41,0.14,2.85188338,0.0,1,0,285.554804,45.578857,0
V1298 Tau,0.29,1.1,0.0,0.1688,K0,108.5,4,1.34,0.916,24.1396,23.0,1,0,61.331642,20.157103,0
Kepler-411,0.128,0.87,0.04782,0.279,K2 V,153.59,4,0.82,0.296,58.02035,0.0,1,0,287.605582,49.523262,0
Kepler-411,0.016,0.87,0.03398,0.186,K2 V,153.59,4,0.82,0.0,31.509728,0.0,0,0,287.605582,49.523262,0
DE CVn,0.0,0.51,12.0293,5.75,0,30.55,1,0.0,0.0,4098.1,0.0,0,0,201.721958,45.546303,1
DMPP-3 A,0.14,0.87,0.00812,0.0662,K0 V,48.9,1,0.91,0.0,6.6732,1.97,0,1,91.624382,-72.512665,0
GJ 180,0.14,0.43,0.02379,0.309,M2 V,11.94,3,0.0,0.0,106.3,0.0,0,1,73.458252,-17.773418,0
GJ 229,0.19,0.58,0.02287,0.339,M1/M2 V,5.76,2,0.0,0.0,121.995,1.0,0,1,92.644234,-21.864643,0
GJ 433,0.07,0.48,0.01643,0.178,M1.5 V,9.07,3,0.0,0.0,36.059,0.0,0,1,173.862289,-32.53997,0
GJ 3082,0.22,0.47,0.0258,0.079,M0.0,16.63,1,0.0,0.0,11.949,0.0,0,1,18.64249,-53.942116,0
GJ 1252,0.0,0.38,0.00658,0.00916,M3,20.38,1,0.39,0.106,0.5182349,0.0,1,1,306.925235,-56.45699,0
L 168-9,0.21,0.62,0.01447,0.02091,M1 V,25.17,1,0.6,0.124,1.4015,0.0,1,1,350.031372,-60.065182,0
TOI-125,0.168,0.86,0.04279,0.137,K0 V,111.4,3,0.85,0.261,19.98,1.0,1,1,23.594729,-66.675819,0
NGTS-10,0.0,0.7,2.162,0.0143,K5 V,324.7,1,0.7,1.205,0.7668944,4.0,1,1,91.87228,-25.594896,0
LHS 3844,0.0,0.15,0.0,0.00622,M5,14.9,1,0.19,0.116,0.46292913,0.0,1,0,340.492104,-69.168986,0
Gl 686,0.05,0.43,0.02084,0.091,M1,8.16,1,0.43,0.0,15.53,2.49,0,1,264.47229,18.591709,0
HD 221416,0.115,1.21,0.19,0.1228,K0 IV/V,95.08,1,2.94,0.836,14.2767,2.8,1,1,353.03363,-21.801424,0
TOI-150,0.262,1.35,2.51,0.07037,F,336.0,1,1.53,1.255,5.857487,7.96,1,1,112.965667,-73.606153,0
HD 81817,0.17,4.3,27.1,3.3,K3 III,268.97,1,83.8,0.0,1047.1,4.7,0,1,144.272034,81.326385,0
HATS-54,0.126,1.1,0.76,0.03763,0,769.0,1,1.32,1.067,2.5441828,3.83,1,1,200.634885,-44.688805,0
HATS-55,0.092,1.2,0.921,0.05412,0,623.6,1,1.13,1.251,4.2042001,5.01,1,1,114.283414,-32.755421,0
HATS-56,0.019,1.57,0.602,0.06043,0,577.1,1,2.2,1.688,4.324799,6.49,1,1,180.165125,-45.799443,0
HATS-57,0.028,1.03,3.147,0.03493,0,280.0,1,0.96,1.139,2.350621,4.09,1,1,60.948335,-19.056757,0
HATS-58 A,0.168,1.46,1.03,0.05798,0,492.0,1,1.43,1.095,4.2180896,6.22,1,1,186.787387,-48.978397,0
OGLE-2016-BLG-1227L,0.0,0.1,0.79,3.4,0,0.0,1,0.0,0.0,0.0,0.0,0,0,265.597125,-33.759778,0
Kepler-65,0.283,1.25,0.82,0.0,0,306.39,4,1.41,0.0,258.8,10.4,0,1,288.6887,41.151173,0
WASP-166,0.0,1.19,0.101,0.0641,F9 V,113.0,1,1.22,0.63,5.44354,5.1,1,1,144.875375,-20.982472,0
Kepler-1649,0.0,0.2,0.0,0.0,0,92.43,2,0.23,0.095,19.53527,0.0,1,0,292.503769,41.830421,0
LHS 1140,0.31,0.18,0.00569,0.02675,M4.5 V,14.99,2,0.21,0.114,3.777931,0.0,1,1,11.24724,-15.271532,0
