pl_hostname,pl_orbeccen,st_mass,pl_bmassj,pl_orbsmax,st_spstr,st_dist,pl_pnum,st_rad,pl_radj,pl_orbper,st_vsini,pl_tranflag,pl_rvflag,ra,dec,pl_cbflag
GJ 676 A,0.262,0.73,0.014,0.0,M0 V,16.03,4,0.69,0.0,3.6005,1.6,0,1,262.546692,-51.636978,0
GJ 676 A,0.125,0.73,0.025,0.0,M0 V,16.03,4,0.69,0.0,35.39,1.6,0,1,262.546692,-51.636978,0
GJ 687,0.17,0.4,0.05412,0.163,M3 V,4.55,2,0.0,0.0,38.142,0.0,0,1,264.10791,68.339142,0
GJ 832,0.08,0.45,0.68,3.56,M1.5,4.97,2,0.0,0.0,3657.0,0.0,0,1,323.391571,-49.009006,0
GJ 832,0.18,0.45,0.017,0.163,M1.5,4.97,2,0.0,0.0,35.68,0.0,0,1,323.391571,-49.009006,0
GJ 849,0.04,0.65,1.0,2.35,M3 V,8.8,1,0.53,0.0,1882.0,1.0,0,1,332.418121,-4.640729,0
GJ 876,0.0324,0.32,2.2756,0.208317,M4,4.68,4,0.3,0.0,61.1166,0.16,0,1,343.319733,-14.2637,0
GJ 876,0.25591,0.32,0.7142,0.12959,M4,4.68,4,0.3,0.0,30.0881,0.16,0,1,343.319733,-14.2637,0
GJ 876,0.207,0.32,0.021,0.020807,M4,4.68,4,0.3,0.0,1.93778,0.16,0,1,343.319733,-14.2637,0
GJ 876,0.055,0.32,0.046,0.3343,M4,4.68,4,0.3,0.0,124.26,0.16,0,1,343.319733,-14.2637,0
GJ 1214,0.0,0.15,0.0197,0.01411,M4.5,14.65,1,0.22,0.254,1.58040456,2.0,1,1,258.828837,4.96392,0
GJ 3021,0.511,0.9,3.37,0.49,G6 V,17.56,1,0.9,0.0,133.71,5.5,0,1,4.052823,-79.851181,0
GJ 3293,0.06,0.42,0.07406,0.14339,M2.5,20.2,4,0.4,0.0,30.5987,0.0,0,1,67.14882,-25.169301,0
GJ 3293,0.11,0.42,0.06636,0.36175,M2.5,20.2,4,0.4,0.0,122.6196,0.0,0,1,67.14882,-25.169301,0
GJ 3341,0.31,0.47,0.0208,0.089,M2.5,23.16,1,0.44,0.0,14.207,0.0,0,1,78.944663,-31.295951,0
Kepler-143,0.0,0.0,0.0,0.181,0,828.71,2,1.36,0.301,27.082511,0.0,1,0,298.067706,49.412605,0
Kepler-144,0.0,0.0,0.0,0.066,0,389.22,2,1.24,0.119,5.885273,0.0,1,0,281.915678,42.775513,0
Kepler-144,0.0,0.0,0.0,0.094,0,389.22,2,1.24,0.12,10.104665,0.0,1,0,281.915678,42.775513,0
Kepler-145,0.0,1.28,0.117,0.0,0,576.15,2,1.98,0.236,22.951,0.0,1,0,291.387762,44.529106,0
Kepler-145,0.0,1.28,0.25,0.0,0,576.15,2,1.98,0.385,42.882,0.0,1,0,291.387762,44.529106,0
Kepler-146,0.0,0.0,0.0,0.2,0,731.81,2,1.21,0.331,31.158799,0.0,1,0,294.110756,38.71023,0
Kepler-146,0.0,0.0,0.0,0.364,0,731.81,2,1.21,0.279,76.732171,0.0,1,0,294.110756,38.71023,0
Kepler-147,0.0,0.0,0.0,0.113,0,1073.89,2,1.47,0.136,12.610584,0.0,1,0,287.975766,39.087181,0
Kepler-147,0.0,0.0,0.0,0.216,0,1073.89,2,1.47,0.217,33.416423,0.0,1,0,287.975766,39.087181,0
Kepler-148,0.0,0.0,0.0,0.028,0,809.42,3,0.85,0.161,1.729366,0.0,1,0,289.786216,46.858788,0
Kepler-148,0.0,0.0,0.0,0.05,0,809.42,3,0.85,0.321,4.180043,0.0,1,0,289.786216,46.858788,0
Kepler-149,0.0,0.0,0.0,0.184,0,580.57,3,0.95,0.376,29.198943,0.0,1,0,285.853667,38.384119,0
Kepler-149,0.0,0.0,0.0,0.281,0,580.57,3,0.95,0.144,55.328328,0.0,1,0,285.853667,38.384119,0
Kepler-149,0.0,0.0,0.0,0.571,0,580.57,3,0.95,0.353,160.018032,0.0,1,0,285.853667,38.384119,0
Kepler-150,0.0,0.0,0.0,0.044,0,914.4,5,0.94,0.112,3.428054,0.0,1,0,288.234084,40.520905,0
Kepler-150,0.0,0.0,0.0,0.073,0,914.4,5,0.94,0.329,7.381998,0.0,1,0,288.234084,40.520905,0
Kepler-150,0.0,0.0,0.0,0.104,0,914.4,5,0.94,0.249,12.56093,0.0,1,0,288.234084,40.520905,0
Kepler-150,0.0,0.0,0.0,0.189,0,914.4,5,0.94,0.278,30.826557,0.0,1,0,288.234084,40.520905,0
Kepler-211,0.0,0.0,0.0,0.048,0,312.14,2,0.82,0.112,4.138575,0.0,1,0,285.439151,43.168484,0
Kepler-211,0.0,0.0,0.0,0.062,0,312.14,2,0.82,0.115,6.04045,0.0,1,0,285.439151,43.168484,0
Kepler-212,0.0,0.0,0.0,0.133,0,701.04,2,1.46,0.097,16.257582,0.0,1,0,287.620834,43.141678,0
Kepler-212,0.0,0.0,0.0,0.207,0,701.04,2,1.46,0.244,31.805174,0.0,1,0,287.620834,43.141678,0
Kepler-213,0.0,0.0,0.0,0.036,0,646.74,2,1.2,0.145,2.46236,0.0,1,0,290.824182,44.647186,0
Kepler-213,0.0,0.0,0.0,0.057,0,646.74,2,1.2,0.209,4.822962,0.0,1,0,290.824182,44.647186,0
HAT-P-36,0.0,1.03,1.8482,0.0241,G5 V,296.93,1,1.04,1.277,1.32734683,3.58,1,1,188.266255,44.915352,0
HAT-P-37,0.058,0.93,1.169,0.0379,0,411.0,1,0.88,1.178,2.797436,3.07,1,1,284.296064,51.269138,0
HAT-P-38,0.067,0.89,0.267,0.0523,G5,249.0,1,0.92,0.825,4.640382,0.4,1,1,35.383234,32.246151,0
HAT-P-39,0.0,1.4,0.599,0.0509,0,642.0,1,1.62,1.571,3.54387,12.7,1,1,113.758247,17.830082,0
HAT-P-40,0.0,1.03,0.48,0.0,0,470.68,1,1.94,1.52,4.45724,6.9,1,1,335.512861,45.457378,0
HAT-P-41,0.0,2.56,1.19,0.0,0,351.63,1,2.05,2.05,2.69405,19.6,1,1,297.322651,4.672421,0
HAT-P-42,0.0,1.18,1.044,0.0575,0,447.0,1,1.53,1.28,4.641878,3.5,1,1,135.344391,6.09723,0
HAT-P-43,0.0,1.05,0.662,0.0443,F9,542.0,1,1.1,1.281,3.332687,2.4,1,1,128.925737,10.206653,0
HAT-P-44,0.044,0.94,0.352,0.0507,0,363.0,2,0.95,1.242,4.301219,0.2,1,1,213.144074,47.014687,0
HAT-P-44,0.494,0.94,4.0,1.752,0,363.0,2,0.95,0.0,872.2,0.2,0,1,213.144074,47.014687,0
HAT-P-45,0.049,1.26,0.892,0.0452,0,305.0,1,1.32,1.426,3.128992,9.3,1,1,274.373238,-3.381036,0
HAT-P-46,0.123,1.28,0.493,0.0577,0,296.0,1,1.4,1.284,4.463129,4.9,1,1,270.444201,-2.970947,0
HD 67087,0.76,1.36,4.85,3.86,F8 V,76.69,2,1.55,0.0,2374.0,9.7,0,1,121.915649,31.551319,0
HD 68988,0.12,1.28,1.97,0.07,G2 V,60.95,1,1.19,0.0,6.27711,2.84,0,1,124.592384,61.460724,0
HD 69830,0.1,0.86,0.0321,0.0785,K0 V,12.56,3,0.0,0.0,8.667,1.1,0,1,124.599777,-12.632174,0
HD 69830,0.13,0.86,0.0371,0.186,K0 V,12.56,3,0.0,0.0,31.56,1.1,0,1,124.599777,-12.632174,0
HD 69830,0.07,0.86,0.057,0.63,K0 V,12.56,3,0.0,0.0,197.0,1.1,0,1,124.599777,-12.632174,0
HD 70573,0.4,1.0,6.1,1.76,G1-1.5 V,45.7,1,0.0,0.0,851.8,14.7,0,1,125.708135,1.859323,0
HD 70642,0.175,1.08,1.993,3.318,G5,29.3,1,0.98,0.0,2124.54,0.3,0,1,125.367233,-39.70541,0
HD 72659,0.22,1.43,3.85,4.75,G2 V,51.97,1,1.46,0.0,3658.0,1.9,0,1,128.51329,-1.568217,0
HD 73267,0.23,0.9,3.097,2.187,G5 V,54.91,1,0.91,0.0,1245.36,1.65,0,1,129.074066,-34.45998,0
HD 73526,0.19,1.14,3.08,0.65,G6 V,97.51,2,1.53,0.0,188.3,2.6,0,1,129.31868,-41.319103,0
HD 73526,0.28,1.14,2.25,1.03,G6 V,97.51,2,1.53,0.0,379.1,2.6,0,1,129.31868,-41.319103,0
HD 73534,0.126,1.16,1.112,2.99,G5,83.53,1,2.58,0.0,1750.0,1.0,0,1,129.815842,12.960376,0
HD 74156,0.627,1.24,1.8,0.292,G0,64.6,2,0.0,0.0,51.645,4.3,0,1,130.604675,4.578097,0
HD 74156,0.432,1.24,8.06,3.85,G0,64.6,2,0.0,0.0,2473.0,4.3,0,1,130.604675,4.578097,0
HD 75289,0.03,1.29,0.49,0.05,G0,29.14,1,1.23,0.0,3.50927,4.14,0,1,131.918289,-41.736794,0
HD 75784,0.097,1.26,1.0,1.032,G5,85.64,2,3.4,0.0,341.2,0.0,0,1,133.099747,13.233433,0
HD 75898,0.11,1.26,2.71,1.191,G0,78.23,1,1.58,0.0,422.9,4.54,0,1,133.461685,33.056812,0
HD 76700,0.09,0.99,0.21,0.05,G6 V,60.99,1,1.37,0.0,3.97097,1.3,0,1,133.481308,-66.800995,0
GJ 3470,0.0,0.54,0.04373,0.0355,M1.5,29.45,1,0.55,0.408,3.3366496,0.0,1,1,119.774349,15.391492,0
GJ 3634,0.08,0.45,0.026,0.0287,M2.5,19.8,1,0.43,0.0,2.64561,1.0,0,1,164.646242,-31.143989,0
GSC 06214-00210,0.0,0.9,16.0,320.0,K7,145.0,1,0.0,0.0,0.0,0.0,0,0,245.47778,-20.719202,0
HAT-P-1,0.0,1.15,0.525,0.05561,G0 V,159.71,1,1.17,1.319,4.46529976,3.75,1,1,344.445104,38.674953,0
HAT-P-2,0.5172,1.33,8.62,0.06814,F8,128.25,1,1.39,0.0,5.6335158,20.8,1,1,245.151489,41.048084,0
HAT-P-3,0.0,1.06,0.65,0.0,K,135.08,1,0.87,0.94,2.8997,0.5,1,1,206.094121,48.028667,0
HAT-P-4,0.0,0.0,0.671,0.04438,G1 V,314.0,1,0.0,1.274,3.056536,5.5,1,1,229.991354,36.229664,0
HAT-P-5,0.0,1.04,0.98,0.0,G,306.01,1,1.12,1.21,2.78849,2.6,1,1,274.405476,36.62141,0
HAT-P-6,0.0,1.79,1.32,0.0,0,277.5,1,1.62,1.48,3.85298,8.7,1,1,354.774222,42.465973,0
HAT-P-8,0.0,1.27,1.28,0.0,F6,212.84,1,1.57,1.4,3.07634,11.5,1,1,343.041067,35.447109,0
HAT-P-9,0.084,1.28,0.749,0.05287,F7,480.0,1,1.34,1.393,3.92281072,11.9,1,1,110.168529,37.140652,0
HAT-P-12,0.0,0.73,0.211,0.0384,K4,142.5,1,0.7,0.959,3.2130598,0.5,1,1,209.389489,43.493534,0
HAT-P-13,0.0133,1.22,0.851,0.0,G4,214.0,2,1.56,1.272,2.91625,1.66,1,1,129.882536,47.352051,0
HAT-P-13,0.6616,1.22,14.28,0.0,G4,214.0,2,1.56,0.0,446.27,1.66,0,1,129.882536,47.352051,0
HAT-P-14,0.11,2.65,3.44,0.0,F,224.1,1,1.82,1.42,4.62767,8.4,1,1,260.116169,38.242165,0
HAT-P-15,0.19,1.0,1.94,0.0,G5,193.56,1,1.07,1.06,10.8635,2.0,1,1,66.248026,39.460636,0
HAT-P-16,0.036,1.22,4.193,0.0413,F8,235.0,1,1.24,1.289,2.77596,3.5,1,1,9.573181,42.463078,0
Kepler-151,0.0,0.0,0.0,0.116,0,662.19,2,0.83,0.273,15.228958,0.0,1,0,292.162778,41.023235,0
Kepler-151,0.0,0.0,0.0,0.16,0,662.19,2,0.83,0.186,24.674612,0.0,1,0,292.162778,41.023235,0
Kepler-152,0.0,0.0,0.0,0.124,0,446.77,2,0.72,0.249,18.207973,0.0,1,0,286.865479,41.989086,0
Kepler-152,0.0,0.0,0.0,0.356,0,446.77,2,0.72,0.213,88.255055,0.0,1,0,286.865479,41.989086,0
Kepler-153,0.0,0.0,0.0,0.129,0,465.53,2,0.89,0.261,18.870227,0.0,1,0,282.460522,48.257118,0
Kepler-153,0.0,0.0,0.0,0.237,0,465.53,2,0.89,0.226,46.90232,0.0,1,0,282.460522,48.257118,0
Kepler-154,0.0,0.0,0.0,0.198,0,939.89,5,1.0,0.202,33.040532,0.0,1,0,289.780522,49.89653,0
Kepler-154,0.0,0.0,0.0,0.303,0,939.89,5,1.0,0.263,62.303276,0.0,1,0,289.780522,49.89653,0
Kepler-155,0.0,0.0,0.0,0.056,M0 V,295.99,2,0.62,0.186,5.931194,0.0,1,0,288.495833,51.081947,0
Kepler-155,0.0,0.0,0.0,0.242,M0 V,295.99,2,0.62,0.2,52.661793,0.0,1,0,288.495833,51.081947,0
Kepler-156,0.0,0.0,0.0,0.054,0,449.22,2,0.81,0.205,4.973456,0.0,1,0,290.296515,37.74949,0
Kepler-156,0.0,0.0,0.0,0.117,0,449.22,2,0.81,0.227,15.906801,0.0,1,0,290.296515,37.74949,0
Kepler-157,0.0,0.0,0.0,0.028,0,791.27,3,1.04,0.118,1.732342,0.0,1,0,291.097225,38.875609,0
Kepler-157,0.0,0.0,0.0,0.11,0,791.27,3,1.04,0.2,13.5405,0.0,1,0,291.097225,38.875609,0
Kepler-158,0.0,0.0,0.0,0.111,0,318.06,2,0.62,0.189,16.709184,0.0,1,0,284.032244,39.781348,0
Kepler-158,0.0,0.0,0.0,0.158,0,318.06,2,0.62,0.17,28.551383,0.0,1,0,284.032244,39.781348,0
Kepler-159,0.0,0.0,0.0,0.082,M0 V,377.79,2,0.66,0.212,10.139623,0.0,1,0,297.07017,40.868784,0
Kepler-159,0.0,0.0,0.0,0.218,M0 V,377.79,2,0.66,0.304,43.595792,0.0,1,0,297.07017,40.868784,0
HAT-P-49,0.0,2.22,2.2,0.0,F,353.89,1,2.06,1.59,2.69155,16.0,1,1,305.441397,26.692652,0
HAT-P-54,0.074,0.65,0.76,0.04117,K7,144.25,1,0.62,0.944,3.799847,2.35,1,1,99.898003,25.48254,0
HATS-1,0.12,0.99,1.855,0.0444,0,303.0,1,1.04,1.302,3.446459,2.52,1,1,175.525336,-23.354836,0
HATS-2,0.0,0.88,1.345,0.023,K,360.0,1,0.9,1.168,1.354133,1.5,1,1,176.739094,-22.562992,0
HATS-3,0.0,1.21,1.071,0.0485,F,453.0,1,1.4,1.381,3.547851,9.12,1,1,312.45744,-24.428793,0
HATS-4,0.013,1.0,1.323,0.0362,G,420.0,1,0.93,1.02,2.516729,0.7,1,1,94.112075,-22.546885,0
HATS-5,0.019,0.94,0.237,0.0542,G,257.0,1,0.87,0.912,4.763387,0.8,1,1,67.222871,-21.481916,0
HATS-6,0.0,0.57,0.319,0.03623,M1 V,148.4,1,0.57,0.998,3.3252725,0.0,1,1,88.146797,-19.031656,0
HD 142,0.17,1.23,1.25,1.02,G1 IV,26.21,2,1.47,0.0,349.7,10.4,0,1,1.579898,-49.075191,0
HD 142,0.21,1.23,5.3,6.8,G1 IV,26.21,2,1.47,0.0,6005.0,10.4,0,1,1.579898,-49.075191,0
HD 564,0.096,0.96,0.33,1.2,G2/G3 V,53.6,1,1.01,0.0,492.3,2.0,0,1,2.470091,-50.267822,0
HD 1461,0.172,1.02,0.02026,0.0634,G0 V,23.47,2,0.0,0.0,5.77152,1.6,0,1,4.674448,-8.053001,0
HD 1502,0.031,1.46,2.75,1.262,K0,191.96,1,4.67,0.0,428.5,2.7,0,1,4.82111,14.054755,0
HD 1605,0.095,1.33,0.934,1.492,K1 IV,89.03,2,3.49,0.0,577.2,0.54,0,1,5.13133,30.974804,0
HD 1605,0.099,1.33,3.62,3.584,K1 IV,89.03,2,3.49,0.0,2149.0,0.54,0,1,5.13133,30.974804,0
HD 1666,0.63,1.5,6.43,0.94,F7 V,118.31,1,1.93,0.0,270.0,5.6,0,1,5.218085,-19.931225,0
HD 1690,0.64,1.86,8.79,1.36,K1 III,769.37,1,21.66,0.0,533.0,3.5,0,1,5.305497,-8.281169,0
HD 2039,0.71,1.23,6.29,2.2,G2/G3 IV/V,85.9,1,1.19,0.0,1120.0,3.25,0,1,6.084491,-56.650047,0
HD 77338,0.09,1.37,0.06,0.06,K0 IV,46.0,1,0.97,0.0,5.7361,2.33,0,1,135.302063,-25.527061,0
HD 79498,0.575,1.08,1.34,2.98,G5,49.02,1,1.05,0.0,1807.0,2.0,0,1,138.789169,23.375549,0
HD 80606,0.93,1.15,4.38,0.0,G5,66.6,1,1.04,1.07,111.4367,1.36,1,1,140.65654,50.603722,0
HD 81040,0.53,1.05,7.27,1.94,G2/G3,34.47,1,0.91,0.0,1001.70001,2.0,0,1,140.946198,20.364454,0
HD 81688,0.0,2.1,2.7,0.81,G5,85.92,1,13.0,0.0,184.02,0.0,0,1,142.166626,45.601482,0
HD 82943,0.162,1.2,1.681,1.18306,G2/3 V,27.61,2,0.0,0.0,441.47,1.3,0,1,143.711395,-12.129546,0
HD 82943,0.3663,1.2,1.959,0.74345,G2/3 V,27.61,2,0.0,0.0,220.078,1.3,0,1,143.711395,-12.129546,0
HD 82886,0.07,2.53,2.33,1.58,G0,127.52,1,5.26,0.0,705.0,0.43,0,1,143.938263,34.780743,0
HD 83443,0.01,0.79,0.34,0.04,K0/1 V + G (III),40.95,1,0.94,0.0,2.9857,1.4,0,1,144.299286,-43.272205,0
HD 85390,0.5,0.76,0.099,1.373,K1 V,33.56,1,0.0,0.0,799.52,4.0,0,1,147.510406,-49.790268,0
HD 85512,0.11,0.43,0.01,0.26,K5 V,11.28,1,0.71,0.0,58.43,3.0,0,1,147.779388,-43.502789,0
HD 86081,0.0119,1.21,1.48,0.0346,F8,104.24,1,1.46,0.0,2.1378431,4.2,0,1,149.024658,-3.808422,0
HD 86226,0.059,1.02,0.45,2.73,G1 V,45.57,2,1.05,0.0,1628.0,2.4,0,1,149.124359,-24.09939,0
HD 86264,0.7,1.42,7.0,2.86,F7 V,67.94,1,1.88,0.0,1475.0,12.5,0,1,149.240997,-15.895122,0
HD 87883,0.53,0.66,1.54,3.58,K2.5 V,18.3,1,0.79,0.0,2754.0,2.2,0,1,152.179749,34.24226,0
HD 88133,0.031,1.26,0.2845,0.0479,G5,73.77,1,2.2,0.0,3.414884,2.2,0,1,152.531982,18.186871,0
HD 89307,0.2,1.27,2.11,3.27,G0,32.04,1,1.1,0.0,2166.0,2.9,0,1,154.588699,12.621108,0
HD 89744,0.677,1.86,8.35,0.917,F7 V,38.68,1,0.0,0.0,256.78,9.5,0,1,155.544006,41.22953,0
HAT-P-17,0.35,0.99,0.58,0.0,K,92.63,2,0.87,1.05,10.33852,0.3,1,1,324.536396,30.488716,0
HAT-P-17,0.39,0.99,3.4,5.6,K,92.63,2,0.87,0.0,5584.0,0.3,0,1,324.536396,30.488716,0
HAT-P-18,0.084,0.77,0.197,0.0559,K2,166.0,1,0.75,0.995,5.508023,0.5,1,1,256.346473,33.012512,0
BD+48 738,0.2,0.74,0.91,1.0,K0 III,892.17,1,11.0,0.0,392.6,1.0,0,1,40.710224,49.58696,0
BD+49 828,0.35,1.52,1.6,4.2,K0,447.59,1,7.6,0.0,2590.0,1.7,0,1,45.640529,49.730011,0
CFBDSIR J145829+101343,0.0,0.02,10.5,2.6,0,23.1,1,0.0,0.0,10037.5,0.0,0,0,224.620833,10.228611,0
CHXR 73,0.0,0.35,12.569,210.0,M3.5,191.05,1,0.0,0.0,0.0,0.0,0,0,166.619893,-77.625877,0
CoRoT-1,0.0,0.95,1.03,0.0,G0 V,805.31,1,1.11,1.49,1.5089557,5.2,1,1,102.079885,-3.102147,0
CoRoT-2,0.0143,0.96,3.47,0.02798,0,200.0,1,0.91,1.466,1.7429935,10.87,1,1,291.777056,1.383714,0
CoRoT-3,0.0,1.37,21.66,0.0,F3 V,680.0,1,1.56,1.01,4.2568,17.0,1,1,292.055263,0.12182,0
CoRoT-4,0.0,1.16,0.72,0.09,0,741.6,1,1.17,1.19,9.20205,6.4,1,1,102.194663,-0.672774,0
CoRoT-5,0.09,1.0,0.467,0.04947,F9 V,904.65,1,1.19,1.388,4.0378962,1.0,1,1,101.277254,0.815239,0
CoRoT-6,0.1,1.05,2.96,0.0855,F9 V,657.24,1,1.02,1.166,8.886593,7.6,1,1,281.072525,6.663194,0
CoRoT-7,0.0,0.82,0.01283,0.0,G9 V,160.64,2,0.83,0.15,0.85359163,3.5,1,1,100.956125,-1.063033,0
CoRoT-7,0.0,0.82,0.02643,0.046,G9 V,160.64,2,0.83,0.0,3.698,3.5,0,1,100.956125,-1.063033,0
CoRoT-8,0.0,0.88,0.22,0.063,K1 V,380.0,1,0.77,0.57,6.21229,2.0,1,1,291.588518,1.426452,0
CoRoT-9,0.133,0.96,0.84,0.4021,G3 V,417.89,1,0.96,1.066,95.272656,3.5,1,1,280.786712,6.204172,0
CoRoT-10,0.53,0.89,2.75,0.1055,K1 V,345.0,1,0.79,0.97,13.2406,2.0,1,1,291.063708,0.746143,0
Kepler-160,0.0,0.0,0.0,0.05511,0,962.92,3,1.12,0.153,4.309397,0.0,1,0,287.773581,42.869286,0
Kepler-160,0.0,0.0,0.0,0.1192,0,962.92,3,1.12,0.335,13.699429,0.0,1,0,287.773581,42.869286,0
Kepler-161,0.0,0.0,0.0,0.054,0,440.15,2,0.81,0.189,4.921355,0.0,1,0,290.516491,43.083824,0
Kepler-161,0.0,0.0,0.0,0.068,0,440.15,2,0.81,0.183,7.06424,0.0,1,0,290.516491,43.083824,0
Kepler-162,0.0,0.0,0.0,0.069,0,877.01,2,0.96,0.112,6.919798,0.0,1,0,297.27891,43.724018,0
Kepler-162,0.0,0.0,0.0,0.137,0,877.01,2,0.96,0.27,19.446355,0.0,1,0,297.27891,43.724018,0
Kepler-163,0.0,0.0,0.0,0.078,0,703.69,2,0.92,0.094,7.810937,0.0,1,0,295.002819,46.987328,0
Kepler-163,0.0,0.0,0.0,0.152,0,703.69,2,0.92,0.202,21.347262,0.0,1,0,295.002819,46.987328,0
Kepler-164,0.0,0.0,0.0,0.058,0,914.18,3,1.15,0.126,5.03503,0.0,1,0,287.780828,47.629913,0
Kepler-164,0.0,0.0,0.0,0.097,0,914.18,3,1.15,0.244,10.945723,0.0,1,0,287.780828,47.629913,0
Kepler-164,0.0,0.0,0.0,0.187,0,914.18,3,1.15,0.219,28.986769,0.0,1,0,287.780828,47.629913,0
Kepler-165,0.0,0.0,0.0,0.072,0,570.07,2,0.77,0.207,8.180848,0.2,1,0,280.691016,47.809735,0
Kepler-165,0.0,0.0,0.0,0.11,0,570.07,2,0.77,0.199,15.31299,0.2,1,0,280.691016,47.809735,0
Kepler-166,0.0,0.0,0.0,0.072,0,614.16,3,0.74,0.203,7.650254,0.0,1,0,293.160171,48.881191,0
Kepler-166,0.0,0.0,0.0,0.195,0,614.16,3,0.74,0.212,34.260281,0.0,1,0,293.160171,48.881191,0
Kepler-167,0.0,0.77,0.0,0.0483,K4,330.0,4,0.73,0.144,4.3931632,2.0,1,0,292.658441,38.345413,0
Kepler-167,0.0,0.77,0.0,0.0684,K4,330.0,4,0.73,0.138,7.406114,2.0,1,0,292.658441,38.345413,0
HD 2638,0.0,0.77,0.42,0.04,G5,55.05,1,0.94,0.0,3.4442,1.1,0,1,7.499466,-5.764002,0
HD 2952,0.13,1.97,1.37,1.23,K0 III,110.45,1,10.76,0.0,311.60001,1.92,0,1,8.293311,54.894985,0
HD 3651,0.645,0.8,0.228,0.295,K0 V,11.14,1,0.0,0.0,62.25,1.1,0,1,9.840858,21.250473,0
HD 4113,0.903,0.99,1.56,1.28,G5,41.92,1,0.0,0.0,526.62,1.37,0,1,10.802486,-37.982632,0
HD 4203,0.52,1.25,2.23,1.17,G5,81.57,2,1.42,0.0,431.88,1.23,0,1,11.171676,20.448927,0
HD 4203,0.24,1.25,2.17,6.95,G5,81.57,2,1.42,0.0,6700.0,1.23,0,1,11.171676,20.448927,0
HD 4208,0.042,0.88,0.81,1.662,G5 V,34.23,1,0.85,0.0,832.97,0.0,0,1,11.111043,-26.51568,0
HD 4308,0.0,0.93,0.05,0.12,G5 V,22.03,1,1.02,0.0,15.56,1.2,0,1,11.163615,-65.649521,0
HD 4313,0.147,1.63,1.927,1.157,G5,136.82,1,5.14,0.0,356.21,0.0,0,1,11.41816,7.845021,0
HD 4732,0.13,1.74,2.37,1.19,K0 IV,54.87,2,5.4,0.0,360.2,1.45,0,1,12.308117,-24.136671,0
HD 4732,0.23,1.74,2.37,4.6,K0 IV,54.87,2,5.4,0.0,2732.0,1.45,0,1,12.308117,-24.136671,0
HD 5319,0.092,1.27,1.556,1.57,G5,121.83,2,4.06,0.0,637.1,3.31,0,1,13.755836,0.789553,0
HD 5319,0.183,1.27,1.053,1.93,G5,121.83,2,4.06,0.0,872.2,3.31,0,1,13.755836,0.789553,0
HD 5608,0.056,1.53,1.681,1.911,K0,58.21,1,5.14,0.0,779.9,1.37,0,1,14.559246,33.950886,0
HD 5891,0.07,1.93,7.63,0.64,G5,285.75,1,10.64,0.0,177.11,4.95,0,1,15.1383,20.292484,0
HD 6434,0.17,1.1,0.49,0.14,G2/3 V,42.41,1,1.12,0.0,21.998,2.2,0,1,16.167295,-39.488216,0
HD 6718,0.1,1.08,1.68,3.55,G5 V,51.42,1,0.95,0.0,2496.0,1.76,0,1,16.952761,-8.233706,0
HD 7199,0.19,0.77,0.27,1.36,K0 IV/V,36.19,1,0.97,0.0,615.0,2.5,0,1,17.696762,-66.188164,0
HD 90156,0.31,0.84,0.057,0.25,G5 V,21.96,1,0.0,0.0,49.77,0.0,0,1,155.980316,-29.645529,0
HD 92788,0.35,1.15,3.76,0.97,G6 V,34.69,2,1.14,0.0,325.803,2.719,0,1,160.702209,-2.183756,0
HD 93083,0.14,0.7,0.37,0.477,K3 V,28.54,1,0.0,0.0,143.58,0.9,0,1,161.087143,-33.577023,0
HD 95086,0.0,1.6,5.0,55.7,A8 III,86.44,1,0.0,0.0,0.0,0.0,0,0,164.262589,-68.667343,0
HD 95089,0.119,1.54,1.26,1.36,G8/K0 IV,137.46,2,5.08,0.0,464.4,0.0,0,1,164.698898,1.729216,0
HD 95127,0.11,3.7,10.63,1.28,K0,689.75,1,41.01,0.0,482.0,2.6,0,1,164.896194,43.814465,0
HD 96063,0.17,1.37,1.27,1.11,G6 V,140.62,1,4.75,0.0,362.5,0.87,0,1,166.185226,-2.513218,0
HD 96167,0.685,1.27,0.717,1.332,G5,85.51,1,1.94,0.0,498.04,3.8,0,1,166.31279,-10.291301,0
HD 96127,0.3,10.94,20.96,1.42,K2 III,597.42,1,51.1,0.0,647.29999,0.0,0,1,166.441452,44.301559,0
HD 97658,0.06,0.89,0.02795,0.0,K1,21.58,1,0.74,0.21,9.4909,0.5,1,1,168.638184,25.710384,0
HD 98219,0.079,1.41,1.964,1.26,K0 III/IV,114.07,1,4.6,0.0,433.8,0.3,0,1,169.448135,-23.975414,0
HD 98649,0.86,1.03,6.79,6.57,G3/G5 V,42.22,1,1.01,0.0,6022.9725,2.218,0,1,170.215698,-23.217342,0
HD 99109,0.09,0.76,0.44,1.11,G8/K0 IV,54.88,1,0.98,0.0,439.29999,1.86,0,1,171.072327,-1.529076,0
HD 99492,0.25,0.48,0.07,0.12,K2/4,18.21,1,0.83,0.0,17.0431,0.41,0,1,171.692825,3.006328,0
HD 99706,0.25,1.46,1.23,1.98,K0,147.21,2,5.52,0.0,841.0,0.89,0,1,172.125885,43.966579,0
HD 100546,0.0,2.4,0.0,53.0,B9 Vne,110.02,1,0.0,6.9,0.0,0.0,0,0,173.356003,-70.194786,0
HD 100655,0.09,2.28,1.61,0.68,G9 III,137.72,1,10.06,0.0,157.57001,1.6,0,1,173.76564,20.441545,0
